dataset,method,seed,stage,metric,value
nuswide81,Full,2096,6,t2i_map,0.3559469040633453
nuswide81,Full,2096,6,t2i_old,0.35438209478420585
nuswide81,Full,2096,7,i2t_map,0.37273165708064887
nuswide81,Full,2096,7,i2t_old,0.3707522932396141
nuswide81,Full,2096,7,t2i_map,0.366105475603697
nuswide81,Full,2096,7,t2i_old,0.3636391553130065
nuswide81,Full,2096,8,i2t_map,0.3752989845720799
nuswide81,Full,2096,8,i2t_old,0.37335285198307216
nuswide81,Full,2096,8,t2i_map,0.362351473565314
nuswide81,Full,2096,8,t2i_old,0.3606102150956004
nuswide81,Full,2096,9,i2t_map,0.3774789166625338
nuswide81,Full,2096,9,i2t_old,0.37635152714403475
nuswide81,Full,2096,9,t2i_map,0.3615932572375171
nuswide81,Full,2096,9,t2i_old,0.3601482954983061
nuswide81,Full,2096,10,i2t_map,0.3814261760036745
nuswide81,Full,2096,10,i2t_old,0.38016233027773066
nuswide81,Full,2096,10,t2i_map,0.36550434735235493
nuswide81,Full,2096,10,t2i_old,0.36437368018800437
nuswide81,Full,6513,1,i2t_map,0.34905391632647326
nuswide81,Full,6513,1,i2t_old,nan
nuswide81,Full,6513,1,t2i_map,0.3322863931519759
nuswide81,Full,6513,1,t2i_old,nan
nuswide81,Full,6513,2,i2t_map,0.35686289958288075
nuswide81,Full,6513,2,i2t_old,0.3480713709319298
nuswide81,Full,6513,2,t2i_map,0.3444396021705982
nuswide81,Full,6513,2,t2i_old,0.3390492986584026
nuswide81,Full,6513,3,i2t_map,0.3649918680175254
nuswide81,Full,6513,3,i2t_old,0.36085680658346253
nuswide81,Full,6513,3,t2i_map,0.34266004893507734
nuswide81,Full,6513,3,t2i_old,0.33981136380069143
nuswide81,Full,6513,4,i2t_map,0.36515215711313065
nuswide81,Full,6513,4,i2t_old,0.36134363159715316
nuswide81,Full,6513,4,t2i_map,0.35289658994719114
nuswide81,Full,6513,4,t2i_old,0.3499275117268792
nuswide81,Full,6513,5,i2t_map,0.36550529187474734
nuswide81,Full,6513,5,i2t_old,0.3631944980624987
nuswide81,Full,6513,5,t2i_map,0.35272051977489277
nuswide81,Full,6513,5,t2i_old,0.3497502159306025
nuswide81,Full,6513,6,i2t_map,0.36992408888498635
nuswide81,Full,6513,6,i2t_old,0.36700672231223597
nuswide81,Full,6513,6,t2i_map,0.354474947652995
nuswide81,Full,6513,6,t2i_old,0.35236008450209877
nuswide81,Full,6513,7,i2t_map,0.3780136117057178
nuswide81,Full,6513,7,i2t_old,0.3754913752930167
nuswide81,Full,6513,7,t2i_map,0.36408001072694196
nuswide81,Full,6513,7,t2i_old,0.3623506779014811
nuswide81,Full,6513,8,i2t_map,0.37943622857358306
nuswide81,Full,6513,8,i2t_old,0.37798724460666366
nuswide81,Full,6513,8,t2i_map,0.35949791839132395
nuswide81,Full,6513,8,t2i_old,0.35846703057775986
nuswide81,Full,6513,9,i2t_map,0.3756339503262806
nuswide81,Full,6513,9,i2t_old,0.37490155078504367
nuswide81,Full,6513,9,t2i_map,0.3602398678443256
nuswide81,Full,6513,9,t2i_old,0.3590383079122655
nuswide81,Full,6513,10,i2t_map,0.3791949221396125
nuswide81,Full,6513,10,i2t_old,0.3780135328913877
nuswide81,Full,6513,10,t2i_map,0.3627322275698757
nuswide81,Full,6513,10,t2i_old,0.3613350582196561
nuswide81,Full,9231,1,i2t_map,0.3518830569704237
nuswide81,Full,9231,1,i2t_old,nan
nuswide81,Full,9231,1,t2i_map,0.32226832912675396
nuswide81,Full,9231,1,t2i_old,nan
nuswide81,Full,9231,2,i2t_map,0.3548502749101726
nuswide81,Full,9231,2,i2t_old,0.34555561616215896
nuswide81,Full,9231,2,t2i_map,0.3444068266565867
nuswide81,Full,9231,2,t2i_old,0.3382194679829926
nuswide81,Full,9231,3,i2t_map,0.36815220535044646
nuswide81,Full,9231,3,i2t_old,0.36175917755811904
nuswide81,Full,9231,3,t2i_map,0.3447711128186212
nuswide81,Full,9231,3,t2i_old,0.34022352166715625
nuswide81,Full,9231,4,i2t_map,0.3663341401144801
nuswide81,Full,9231,4,i2t_old,0.36320270654185716
nuswide81,Full,9231,4,t2i_map,0.3516223220615609
nuswide81,Full,9231,4,t2i_old,0.34724507954659717
nuswide81,Full,9231,5,i2t_map,0.37184079575189755
nuswide81,Full,9231,5,i2t_old,0.3688773719607162
nuswide81,Full,9231,5,t2i_map,0.3528375033385697
nuswide81,Full,9231,5,t2i_old,0.35035858847127377
nuswide81,Full,9231,6,i2t_map,0.36391282998413704
nuswide81,Full,9231,6,i2t_old,0.36219119987929727
nuswide81,Full,9231,6,t2i_map,0.3544241694534862
nuswide81,Full,9231,6,t2i_old,0.3525730509255396
nuswide81,Full,9231,7,i2t_map,0.3753067976981422
nuswide81,Full,9231,7,i2t_old,0.37367535771870597
nuswide81,Full,9231,7,t2i_map,0.35871765285594215
nuswide81,Full,9231,7,t2i_old,0.3571603388342291
nuswide81,Full,9231,8,i2t_map,0.37074058115894204
nuswide81,Full,9231,8,i2t_old,0.3696413494353213
nuswide81,Full,9231,8,t2i_map,0.3573508026682002
nuswide81,Full,9231,8,t2i_old,0.35627920344305564
nuswide81,Full,9231,9,i2t_map,0.3682357951244396
nuswide81,Full,9231,9,i2t_old,0.36776560032370553
nuswide81,Full,9231,9,t2i_map,0.3630281828601546
nuswide81,Full,9231,9,t2i_old,0.36191580242672944
nuswide81,Full,9231,10,i2t_map,0.377994635458177
nuswide81,Full,9231,10,i2t_old,0.3772223865692731
nuswide81,Full,9231,10,t2i_map,0.36713278445964603
nuswide81,Full,9231,10,t2i_old,0.3662907745303624
nuswide81,UIH,2096,1,i2t_map,0.1657987245712743
nuswide81,UIH,2096,1,i2t_old,nan
nuswide81,UIH,2096,1,t2i_map,0.15535702118423797
nuswide81,UIH,2096,1,t2i_old,nan
nuswide81,UIH,2096,2,i2t_map,0.12682131156032475
nuswide81,UIH,2096,2,i2t_old,0.15681105444639526
nuswide81,UIH,2096,2,t2i_map,0.12176178436302598
nuswide81,UIH,2096,2,t2i_old,0.14834111170916084
nuswide81,UIH,2096,3,i2t_map,0.11639640936059595
nuswide81,UIH,2096,3,i2t_old,0.12556598132465002
nuswide81,UIH,2096,3,t2i_map,0.11281418289650326
nuswide81,UIH,2096,3,t2i_old,0.11991078916821057
nuswide81,UIH,2096,4,i2t_map,0.1122175679106486
nuswide81,UIH,2096,4,i2t_old,0.11491601521088424
nuswide81,UIH,2096,4,t2i_map,0.10946719930700369
nuswide81,UIH,2096,4,t2i_old,0.11095533150089687
nuswide81,UIH,2096,5,i2t_map,0.11049168344341999
nuswide81,UIH,2096,5,i2t_old,0.11024045659796404
nuswide81,UIH,2096,5,t2i_map,0.10862411025729055
nuswide81,UIH,2096,5,t2i_old,0.10836478817455479
nuswide81,UIH,2096,6,i2t_map,0.10922580893564782
nuswide81,UIH,2096,6,i2t_old,0.10999354822319761
nuswide81,UIH,2096,6,t2i_map,0.10752624143098162
nuswide81,UIH,2096,6,t2i_old,0.10856762867558689
nuswide81,UIH,2096,7,i2t_map,0.10849577856223072
nuswide81,UIH,2096,7,i2t_old,0.10894748226789004
nuswide81,UIH,2096,7,t2i_map,0.10748901485602028
nuswide81,UIH,2096,7,t2i_old,0.10767138027604196
nuswide81,UIH,2096,8,i2t_map,0.10756993563669758
nuswide81,UIH,2096,8,i2t_old,0.10751484035927515
nuswide81,UIH,2096,8,t2i_map,0.10692129494950173
nuswide81,UIH,2096,8,t2i_old,0.10707069384806511
nuswide81,UIH,2096,9,i2t_map,0.10716236679825927
nuswide81,UIH,2096,9,i2t_old,0.10755846706635909
nuswide81,UIH,2096,9,t2i_map,0.1063774530066759
nuswide81,UIH,2096,9,t2i_old,0.10686479261876802
nuswide81,UIH,2096,10,i2t_map,0.10680629304751318
nuswide81,UIH,2096,10,i2t_old,0.10718417561955755
nuswide81,UIH,2096,10,t2i_map,0.10595251863951956
nuswide81,UIH,2096,10,t2i_old,0.10632784743543396
nuswide81,UIH,6513,1,i2t_map,0.16573467134697004
nuswide81,UIH,6513,1,i2t_old,nan
nuswide81,UIH,6513,1,t2i_map,0.1554236711886908
nuswide81,UIH,6513,1,t2i_old,nan
nuswide81,UIH,6513,2,i2t_map,0.1267641334947554
nuswide81,UIH,6513,2,i2t_old,0.15639722733951558
nuswide81,UIH,6513,2,t2i_map,0.12078683954773821
nuswide81,UIH,6513,2,t2i_old,0.14745155054216413
nuswide81,UIH,6513,3,i2t_map,0.11680166706632114
nuswide81,UIH,6513,3,i2t_old,0.12599957417469673
nuswide81,UIH,6513,3,t2i_map,0.1122788565404079
nuswide81,UIH,6513,3,t2i_old,0.11934829788173633
nuswide81,UIH,6513,4,i2t_map,0.11200259440897739
nuswide81,UIH,6513,4,i2t_old,0.11520525355483335
nuswide81,UIH,6513,4,t2i_map,0.10947581107212166
nuswide81,UIH,6513,4,t2i_old,0.11091974595766764
nuswide81,UIH,6513,5,i2t_map,0.10944094661557721
nuswide81,UIH,6513,5,i2t_old,0.10898933709285018
nuswide81,UIH,6513,5,t2i_map,0.10814421785990712
nuswide81,UIH,6513,5,t2i_old,0.10843632943164419
nuswide81,UIH,6513,6,i2t_map,0.10843504344063115
nuswide81,UIH,6513,6,i2t_old,0.10889203355853681
nuswide81,UIH,6513,6,t2i_map,0.10730406089856254
nuswide81,UIH,6513,6,t2i_old,0.10784807919260765
nuswide81,UIH,6513,7,i2t_map,0.1079593969302587
nuswide81,UIH,6513,7,i2t_old,0.10825538144950096
nuswide81,UIH,6513,7,t2i_map,0.10696539456024759
nuswide81,UIH,6513,7,t2i_old,0.107215664266712
nuswide81,UIH,6513,8,i2t_map,0.10714708717380327
nuswide81,UIH,6513,8,i2t_old,0.1077356062657291
nuswide81,UIH,6513,8,t2i_map,0.10641377019301473
nuswide81,UIH,6513,8,t2i_old,0.1069275530619053
nuswide81,UIH,6513,9,i2t_map,0.10889766845768775
nuswide81,UIH,6513,9,i2t_old,0.10682919654280393
nuswide81,UIH,6513,9,t2i_map,0.10832737203320596
nuswide81,UIH,6513,9,t2i_old,0.10648868195728305
nuswide81,UIH,6513,10,i2t_map,0.10829341159622177
nuswide81,UIH,6513,10,i2t_old,0.10877630647128905
nuswide81,UIH,6513,10,t2i_map,0.10788241098398058
nuswide81,UIH,6513,10,t2i_old,0.10841983677649221
nuswide81,UIH,9231,1,i2t_map,0.16524605972961284
nuswide81,UIH,9231,1,i2t_old,nan
nuswide81,UIH,9231,1,t2i_map,0.15530090250988055
nuswide81,UIH,9231,1,t2i_old,nan
nuswide81,UIH,9231,2,i2t_map,0.12610317798962603
nuswide81,UIH,9231,2,i2t_old,0.15704723928438372
nuswide81,UIH,9231,2,t2i_map,0.12045182234744647
nuswide81,UIH,9231,2,t2i_old,0.14812997448165094
nuswide81,UIH,9231,3,i2t_map,0.1166028274965845
nuswide81,UIH,9231,3,i2t_old,0.12523238162516728
nuswide81,UIH,9231,3,t2i_map,0.11271862796280187
nuswide81,UIH,9231,3,t2i_old,0.11947967928689461
nuswide81,UIH,9231,4,i2t_map,0.11214211840460322
nuswide81,UIH,9231,4,i2t_old,0.1151966849161711
nuswide81,UIH,9231,4,t2i_map,0.10976105550578845
nuswide81,UIH,9231,4,t2i_old,0.111343994241871
nuswide81,UIH,9231,5,i2t_map,0.10992182060208668
nuswide81,UIH,9231,5,i2t_old,0.11006117682443951
nuswide81,UIH,9231,5,t2i_map,0.1083974909910373
nuswide81,UIH,9231,5,t2i_old,0.1089895048515707
nuswide81,UIH,9231,6,i2t_map,0.10868181746373368
nuswide81,UIH,9231,6,i2t_old,0.10958619548177269
nuswide81,UIH,9231,6,t2i_map,0.10727840540415289
nuswide81,UIH,9231,6,t2i_old,0.1084353215815368
nuswide81,UIH,9231,7,i2t_map,0.10741110661337534
nuswide81,UIH,9231,7,i2t_old,0.10823734095754453
nuswide81,UIH,9231,7,t2i_map,0.10680259520774268
nuswide81,UIH,9231,7,t2i_old,0.10733874289026236
nuswide81,UIH,9231,8,i2t_map,0.10805941113630341
nuswide81,UIH,9231,8,i2t_old,0.10740870561834602
nuswide81,UIH,9231,8,t2i_map,0.10745631824812399
nuswide81,UIH,9231,8,t2i_old,0.10760206446475386
nuswide81,UIH,9231,9,i2t_map,0.10748439743419137
nuswide81,UIH,9231,9,i2t_old,0.10809242180194126
nuswide81,UIH,9231,9,t2i_map,0.1065409840412377
nuswide81,UIH,9231,9,t2i_old,0.10729399139814512
nuswide81,UIH,9231,10,i2t_map,0.10703851519652058
nuswide81,UIH,9231,10,i2t_old,0.10744057518448208
nuswide81,UIH,9231,10,t2i_map,0.10607472547023636
nuswide81,UIH,9231,10,t2i_old,0.10661514188427607
